"Location","Currency","Price","Property.Type","Size_Type","Size_Value","Size_Unit","Furnishing"
"Bangsar, Kuala Lumpur","RM",4500000,"Bungalow (Corner)","Land area  ",7000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2100000,"Condominium (Corner)","Built-up  ",2928,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2500000,"2-sty Terrace/Link House","Land area  ",2125,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7500000,"Condominium (Corner)","Built-up  ",4300,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1e+07,"Condominium (Intermediate)","Built-up  ",8100,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8300000,"Condominium (Corner)","Built-up  ",5200,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3500000,"2-sty Terrace/Link House (Corner)","Land area  ",4825,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",9980000,"Condominium (Corner)","Built-up  ",6913,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6200000,"Condominium (Corner)","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7700000,"Condominium (Corner)","Built-up  ",5137,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7600000,"Condominium (Corner)","Built-up  ",5137,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3880000,"Condominium (Corner)","Built-up  ",3450,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",11900000,"Condominium (Corner)","Built-up  ",6913,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8200000,"Condominium (Corner)","Built-up  ",4771,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6800000,"Condominium (Corner)","Built-up  ",4771,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7380000,"Condominium (Corner)","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8e+06,"Condominium (Corner)","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7550000,"Condominium (Corner)","Built-up  ",5137,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6500000,"Condominium (Corner)","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1.1e+07,"Condominium (Corner)","Built-up  ",6913,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1.5e+07,"Bungalow (Intermediate)","Land area  ",20000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3500000,"Semi-detached House (Intermediate)","Land area  ",3500,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2800000,"Semi-detached House","Land area  ",2822,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",3600000,"Condominium (Corner)","Built-up  ",3600,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6500000,"Bungalow (Intermediate)","Land area  ",9000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6843000,"Condominium (Corner)","Land area  ",0,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7800000,"Semi-detached House (Triplex)","Land area  ",7416,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5750000,"Bungalow","Land area  ",6566,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3700000,"3-sty Terrace/Link House (Intermediate)","Land area  ",1920,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5e+06,"Bungalow (Corner)","Land area  ",4600,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1.2e+07,"Bungalow","Land area  ",11500,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7200000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4900000,"Bungalow","Land area  ",6580,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",15600000,"Bungalow (Intermediate)","Land area  ",20850,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7e+06,"Condominium (Corner)","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4380000,"Bungalow (Corner)","Land area  ",7000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4200000,"Bungalow (Intermediate)","Land area  ",6646,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",10200000,"Condominium","Built-up  ",6913,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6750000,"Condominium","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8500000,"Condominium","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1.6e+07,"Bungalow (Intermediate)","Land area  ",9900,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7500000,"Bungalow (Corner)","Land area  ",8000,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",6840000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6800000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5200000,"Bungalow (Intermediate)","Land area  ",6000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6500000,"Bungalow","Land area  ",5899,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",4850000,"Bungalow (Intermediate)","Land area  ",6058,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",7200000,"Bungalow","Land area  ",5400,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",7300000,"Condominium (Corner)","Land area  ",5137,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5980000,"Bungalow (Intermediate)","Land area  ",9000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5900000,"Bungalow (Intermediate)","Land area  ",6000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5980000,"Bungalow (Intermediate)","Land area  ",6000,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",4780000,"Semi-detached House (Intermediate)","Land area  ",6100,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5500000,"Bungalow (Intermediate)","Land area  ",7168,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4e+06,"Bungalow (Intermediate)","Land area  ",5435,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",15900000,"Bungalow (Intermediate)","Land area  ",12000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",11900000,"Bungalow (Corner)","Land area  ",9040,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",4900000,"Bungalow","Built-up  ",6000,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",2400000,"Condominium (Corner)","Built-up  ",3380,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7e+06,"Condominium (Duplex)","Built-up  ",5760,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",12800000,"Bungalow (Intermediate)","Land area  ",8000,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",3200000,"Semi-detached House (Intermediate)","Land area  ",3520,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4380000,"Bungalow (Corner)","Land area  ",6580,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",7e+06,"Bungalow (Intermediate)","Land area  ",8700,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2250000,"Condominium","Built-up  ",1950,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",2500000,"Condominium","Built-up  ",1950,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",15600000,"Bungalow (Intermediate)","Land area  ",20850,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4380000,"Bungalow (Corner)","Land area  ",6580,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",11888888,"Bungalow","Land area  ",5500,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6900000,"Bungalow","Land area  ",10157,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3500000,"2-sty Terrace/Link House (Corner)","Land area  ",4693,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8406500,"Condominium","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7400000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6500000,"Bungalow","Land area  ",10200,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",4534600,"Condominium","Built-up  ",3239,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4700000,"Bungalow (Intermediate)","Land area  ",11678,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3100000,"Condominium (Corner)","Land area  ",3626,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5600000,"Bungalow (Intermediate)","Land area  ",6566,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2340000,"Serviced Residence","Built-up  ",2309,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",8406500,"Condominium (Corner)","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7100000,"Condominium (Corner)","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7200000,"Condominium (Corner)","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8110000,"Condominium (Corner)","Built-up  ",4771,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4700000,"Condominium","Built-up  ",3613,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1.4e+07,"Bungalow","Land area  ",16000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4e+06,"Bungalow","Land area  ",6600,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4900000,"Bungalow","Land area  ",6700,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8e+06,"Condominium","Built-up  ",5210,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7500000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7200000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7633600,"Condominium","Built-up  ",4771,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7912000,"Condominium","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",10492500,"Condominium","Built-up  ",6995,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6200000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8158000,"Condominium","Built-up  ",4771,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",11268190,"Condominium","Built-up  ",6913,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7986175,"Condominium","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8732900,"Condominium","Built-up  ",5137,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8500000,"Condominium (Intermediate)","Built-up  ",4773,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3500000,"Condominium (Corner)","Land area  ",4111,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4200000,"Condominium (Corner)","Land area  ",4760,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8e+06,"Semi-detached House","Land area  ",9547,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4980000,"Bungalow (Intermediate)","Land area  ",7030,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7633600,"Condominium","Built-up  ",4771,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6500000,"Bungalow","Land area  ",12000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2100000,"Condominium","Built-up  ",2250,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",3950000,"Condominium","Built-up  ",3658,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2400000,"Condominium (Corner)","Built-up  ",3509,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6500000,"Bungalow (Intermediate)","Land area  ",8300,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2560000,"Condominium (Corner)","Built-up  ",3509,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3e+06,"Condominium (Duplex)","Built-up  ",4629,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2500000,"Condominium (Corner)","Built-up  ",3509,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2080000,"Condominium (Corner)","Built-up  ",2250,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2200000,"Condominium","Built-up  ",1965,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6200000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5e+06,"Condominium (Corner)","Built-up  ",3600,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3658000,"Condominium (Duplex)","Built-up  ",3658,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7200000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7500000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8901000,"Condominium (Corner)","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5500000,"Bungalow (Intermediate)","Land area  ",9300,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4300000,"Condominium (Corner)","Land area  ",3380,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",3700000,"Bungalow (Intermediate)","Built-up  ",4993,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5400000,"Condominium (Corner)","Built-up  ",3600,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8732900,"Condominium (Corner)","Built-up  ",5137,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7700000,"Condominium (Corner)","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",12443400,"Condominium (Corner)","Built-up  ",6913,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6500000,"Condominium (Corner)","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8300000,"Condominium (Corner)","Built-up  ",5228,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",14200000,"Bungalow","Land area  ",6507,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1e+07,"Bungalow (Corner)","Land area  ",8000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",13500000,"Bungalow (Intermediate)","Land area  ",6507,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1.1e+07,"Bungalow (Corner)","Land area  ",17000,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",2480000,"2-sty Terrace/Link House (Intermediate)","Land area  ",1650,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2150000,"2-sty Terrace/Link House","Land area  ",1650,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3500000,"Bungalow","Land area  ",6000,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",4100000,"2.5-sty Terrace/Link House (EndLot)","Land area  ",3700,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7245000,"Condominium (Corner)","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6490000,"Bungalow (Corner)","Land area  ",9414,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3980000,"Bungalow","Land area  ",6156,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5350000,"Condominium","Built-up  ",3570,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4530000,"Condominium (Corner)","Built-up  ",3237,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4e+06,"Condominium (Corner)","Built-up  ",3600,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4130000,"Condominium","Built-up  ",2950,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2050000,"2-sty Terrace/Link House (Intermediate)","Land area  ",1870,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8580000,"Condominium (Corner)","Built-up  ",5200,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",8840000,"Condominium (Corner)","Built-up  ",5200,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5e+06,"Bungalow","Land area  ",5270,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",16900000,"Bungalow (Intermediate)","Land area  ",21000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3886800,"Condominium (Intermediate)","Built-up  ",3200,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4200000,"Condominium (Intermediate)","Built-up  ",3239,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6250000,"Bungalow","Land area  ",10150,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6500000,"Bungalow","Land area  ",6200,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7800000,"Condominium","Built-up  ",4026,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",6600000,"Bungalow","Land area  ",11108,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8e+06,"Bungalow","Land area  ",12130,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1e+07,"Condominium","Built-up  ",6913,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3600000,"Condominium","Built-up  ",3600,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2350000,"Serviced Residence","Built-up  ",2400,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3980000,"Condominium","Built-up  ",3613,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",2600000,"Condominium (Corner)","Built-up  ",3509,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4200000,"Condominium","Built-up  ",3851,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4200000,"Condominium (Corner)","Built-up  ",4761,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7070400,"Condominium (Intermediate)","Built-up  ",3928,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2600000,"2-sty Terrace/Link House (Intermediate)","Land area  ",1870,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2380000,"Condominium (Corner)","Land area  ",1948,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3300000,"Townhouse","Land area  ",2160,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2600000,"2-sty Terrace/Link House (Intermediate)","Land area  ",2125,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3200000,"Condominium","Built-up  ",4111,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3100000,"Condominium (Corner)","Built-up  ",3626,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6700000,"Condominium (Corner)","Built-up  ",4770,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",4200000,"Condominium (EndLot)","Built-up  ",3282,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4100000,"Bungalow","Built-up  ",4000,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",5950000,"Bungalow (Intermediate)","Land area  ",6600,"sq. ft.","Partly Furnished"
