"Location","Currency","Price","Property.Type","Size_Type","Size_Value","Size_Unit","Furnishing"
"Bangsar, Kuala Lumpur","RM",6900000,"Bungalow (Corner)","Land area  ",10197,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7500000,"Condominium (Corner)","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6850000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2450000,"Condominium (Intermediate)","Built-up  ",3414,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8700000,"Bungalow (Intermediate)","Land area  ",8700,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4650000,"Bungalow (Intermediate)","Land area  ",7600,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8300000,"Bungalow (Intermediate)","Land area  ",13200,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5850000,"Bungalow (Intermediate)","Land area  ",7300,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5500000,"Bungalow (Intermediate)","Land area  ",6600,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2500000,"Condominium","Built-up  ",1950,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",3500000,"Bungalow","Built-up  ",3993,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",5280000,"Bungalow (Intermediate)","Land area  ",6000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7200000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",10300000,"Condominium","Built-up  ",6900,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7043750,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4800000,"Condominium","Built-up  ",5700,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7e+06,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8300000,"Condominium","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6842500,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6100000,"Bungalow (Intermediate)","Land area  ",6566,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7500000,"Bungalow (Corner)","Land area  ",8000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3610200,"Condominium (Corner)","Built-up  ",3282,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2200000,"2-sty Terrace/Link House (Intermediate)","Built-up  ",1800,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",3500000,"Condominium (Duplex)","Built-up  ",4110,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5600000,"Bungalow (Corner)","Land area  ",4693,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8500000,"Condominium (Corner)","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7200000,"Condominium (Corner)","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",9900000,"Bungalow","Land area  ",15208,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3800000,"Bungalow (Intermediate)","Land area  ",5726,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8770000,"Condominium (Corner)","Built-up  ",4385,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7500000,"Bungalow (Intermediate)","Land area  ",8000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",10200000,"Bungalow (Intermediate)","Land area  ",4200,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6500000,"Bungalow (Intermediate)","Land area  ",10150,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4650000,"Bungalow (Intermediate)","Land area  ",6100,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1e+07,"Bungalow (Intermediate)","Land area  ",9200,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4500000,"Bungalow (Intermediate)","Land area  ",6100,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3750000,"Condominium (Corner)","Built-up  ",4700,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",7500000,"Bungalow (Intermediate)","Land area  ",8000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3500000,"2-sty Terrace/Link House (Corner)","Land area  ",2160,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",8875700,"Condominium","Built-up  ",5221,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7e+06,"Condominium (Intermediate)","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6900000,"Semi-detached House (Intermediate)","Land area  ",4500,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",9148250,"Condominium","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7912000,"Condominium","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8800000,"Condominium","Built-up  ",5200,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4200000,"Condominium (Corner)","Built-up  ",3024,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",9503450,"Condominium (Intermediate)","Built-up  ",5137,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4680000,"Condominium","Built-up  ",3600,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4200000,"Condominium","Built-up  ",3282,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",12092500,"Condominium","Built-up  ",6910,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",12097750,"Condominium","Built-up  ",6913,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4800000,"Condominium","Built-up  ",5700,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5980000,"Bungalow (Corner)","Land area  ",7760,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5500000,"Bungalow (Intermediate)","Land area  ",11676,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5600000,"Bungalow (Corner)","Land area  ",6704,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2350000,"Condominium (Intermediate)","Built-up  ",1950,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",2600000,"Condominium (EndLot)","Built-up  ",3509,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3600000,"Condominium","Built-up  ",3891,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7446250,"Condominium (Intermediate)","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2800000,"2-sty Terrace/Link House (Intermediate)","Land area  ",2566,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",7200000,"Bungalow","Land area  ",5888,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",6290000,"Bungalow (Intermediate)","Land area  ",8847,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5800000,"Bungalow (Intermediate)","Land area  ",6650,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",12443400,"Condominium","Built-up  ",6913,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1e+07,"Bungalow","Land area  ",9000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8e+06,"Bungalow (Intermediate)","Land area  ",12000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6900000,"Bungalow","Built-up  ",10000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6900000,"Condominium","Built-up  ",5221,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",9200000,"Condominium (Triplex)","Built-up  ",8150,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1.5e+07,"Bungalow","Land area  ",7800,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2100000,"2-sty Terrace/Link House (Intermediate)","Land area  ",1872,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",14800000,"Condominium","Built-up  ",6900,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2456300,"Condominium (Corner)","Built-up  ",3509,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4600000,"Condominium","Built-up  ",3500,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6800000,"Condominium (Corner)","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5048040,"Condominium","Built-up  ",3658,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5355000,"Condominium","Built-up  ",3570,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2500000,"Condominium","Built-up  ",3380,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8900000,"Condominium","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4320000,"Condominium","Built-up  ",3600,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3600000,"Condominium","Built-up  ",3600,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4500000,"Bungalow (Corner)","Land area  ",6580,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",9246600,"Condominium","Built-up  ",5137,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1e+07,"Bungalow","Land area  ",8073,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4900000,"Bungalow","Land area  ",11678,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",8159250,"Condominium","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3600000,"Condominium","Built-up  ",4200,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3600000,"4-sty Terrace/Link House","Built-up  ",4200,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1.2e+07,"Bungalow (Intermediate)","Land area  ",9039,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2700000,"Condominium","Built-up  ",2496,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",2631000,"Condominium (Corner)","Built-up  ",3509,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6800000,"Bungalow (Intermediate)","Land area  ",8000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8e+06,"Bungalow (Intermediate)","Land area  ",10197,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2300000,"Condominium (Corner)","Built-up  ",3349,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4580000,"Bungalow (Intermediate)","Land area  ",6300,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",3e+06,"Condominium (Corner)","Built-up  ",3609,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8900000,"Condominium (Corner)","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2800000,"Condominium","Built-up  ",2573,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7800000,"Condominium (Penthouse)","Land area  ",3375,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7800000,"Condominium (Corner)","Built-up  ",4026,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",2880000,"Condominium (Corner)","Built-up  ",3349,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3758400,"Condominium (Corner)","Built-up  ",3240,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3900000,"Condominium (Intermediate)","Built-up  ",2647,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",4800000,"Condominium (Corner)","Built-up  ",5700,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1.3e+07,"Bungalow (Corner)","Land area  ",11500,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2200000,"2-sty Terrace/Link House (Intermediate)","Built-up  ",2000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3600000,"Semi-detached House (Corner)","Land area  ",4825,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",16500000,"Bungalow (Intermediate)","Land area  ",20000,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",5950000,"Bungalow (Intermediate)","Land area  ",7168,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2799999,"Condominium","Built-up  ",3509,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",1.6e+07,"Bungalow (Intermediate)","Land area  ",6507,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",8989750,"Condominium","Built-up  ",5137,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7043750,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8219200,"Condominium","Built-up  ",5137,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8901000,"Condominium","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6842500,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8159250,"Condominium","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2550000,"2-sty Terrace/Link House","Built-up  ",2250,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",3500000,"3-sty Terrace/Link House (EndLot)","Land area  ",3060,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3500000,"2-sty Terrace/Link House (Corner)","Land area  ",4693,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6e+06,"Bungalow (Intermediate)","Land area  ",9860,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6500000,"Bungalow (Corner)","Land area  ",10157,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1.4e+07,"Bungalow (EndLot)","Land area  ",19000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3800000,"Bungalow (Intermediate)","Land area  ",5726,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6e+06,"Bungalow","Land area  ",9700,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",2400000,"2-sty Terrace/Link House","Land area  ",1870,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",8800000,"Bungalow (Corner)","Land area  ",13000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7500000,"Bungalow","Land area  ",8000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2090000,"2-sty Terrace/Link House (EndLot)","Land area  ",2720,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2300000,"Condominium","Built-up  ",2928,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",17500000,"Bungalow (Intermediate)","Land area  ",20800,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",9064900,"Condominium (Corner)","Built-up  ",4771,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",12500000,"Condominium (Corner)","Built-up  ",6913,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",11400000,"Condominium (Corner)","Built-up  ",6913,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",9246600,"Condominium (Corner)","Built-up  ",5137,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7245000,"Condominium (Corner)","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6900000,"Condominium (Corner)","Built-up  ",4771,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",6500000,"Bungalow (Corner)","Land area  ",6500,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6500000,"Bungalow","Land area  ",8200,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6500000,"Bungalow (Corner)","Land area  ",4600,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3800000,"Bungalow","Land area  ",6000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",10820000,"Condominium","Built-up  ",6759,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2152000,"Condominium (Corner)","Built-up  ",2152,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8800000,"Condominium","Built-up  ",5137,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8159000,"Condominium (Intermediate)","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4e+06,"Semi-detached House (Intermediate)","Land area  ",4300,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4350000,"Bungalow","Land area  ",6000,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",5150000,"Bungalow","Land area  ",11685,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3850000,"Bungalow","Land area  ",5400,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",16500000,"Condominium","Built-up  ",6900,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7800000,"Condominium","Built-up  ",4025,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",8500000,"Bungalow","Land area  ",13000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1.5e+07,"Bungalow","Land area  ",15000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2200000,"Condominium","Built-up  ",2152,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",3350000,"Bungalow (Intermediate)","Land area  ",1760,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5832000,"Condominium (Corner)","Built-up  ",3240,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5800000,"Bungalow (Corner)","Built-up  ",6703,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5800000,"Bungalow","Land area  ",5500,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2500000,"2-sty Terrace/Link House (EndLot)","Land area  ",2950,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2450000,"2-sty Terrace/Link House (Intermediate)","Land area  ",1650,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",4350000,"Bungalow (Intermediate)","Land area  ",6000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8380000,"Condominium (Corner)","Built-up  ",4771,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2880000,"Condominium (Corner)","Built-up  ",3400,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",8901000,"Condominium (Corner)","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3500000,"2-sty Terrace/Link House (Corner)","Land area  ",4693,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2200000,"2-sty Terrace/Link House (Intermediate)","Land area  ",1875,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6500000,"Bungalow (Intermediate)","Land area  ",12000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3960000,"Condominium (Corner)","Built-up  ",3600,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3500000,"Condominium (Corner)","Built-up  ",4111,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6e+06,"Bungalow (Intermediate)","Land area  ",6650,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2420000,"2-sty Terrace/Link House (EndLot)","Land area  ",2950,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2900000,"1.5-sty Terrace/Link House (Corner)","Land area  ",4391,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7800000,"Condominium (Corner)","Built-up  ",4026,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3500000,"Condominium (Corner)","Built-up  ",4111,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6990000,"Bungalow (Corner)","Land area  ",9700,"sq. ft.","Partly Furnished"
